iter	Logloss
0	0.4494189038
1	0.3108434513
2	0.2322691348
3	0.1940918737
4	0.1513614114
5	0.1251072258
6	0.1159210164
7	0.1077484213
8	0.09621116287
9	0.09176117425
10	0.08701643545
11	0.08330611981
12	0.08075157899
13	0.07907820078
14	0.07679961593
15	0.07556187061
16	0.07338100662
17	0.07100280486
18	0.06875441576
19	0.067920552
20	0.06716712304
21	0.06576695512
22	0.06472762914
23	0.06332213974
24	0.06249963222
25	0.06105431853
26	0.06036572049
27	0.0597037249
28	0.05880006222
29	0.05690252081
30	0.05590949513
31	0.05533374934
32	0.05396437596
33	0.05321302186
34	0.05250443276
35	0.05199983088
36	0.05146011155
37	0.05109319866
38	0.04999425668
39	0.0491848917
40	0.0488194629
41	0.04817838551
42	0.04776268299
43	0.04707408402
44	0.04664846892
45	0.04631070248
46	0.04602223572
47	0.04579345139
48	0.04511640348
49	0.04478260945
50	0.0442991841
51	0.04393402922
52	0.04366776505
53	0.0431218829
54	0.04280725147
55	0.04273871711
56	0.04221974917
57	0.04171348758
58	0.04128188088
59	0.04110293244
60	0.04076488308
61	0.04055609438
62	0.04048929129
63	0.04029620177
64	0.03988466789
65	0.03952804292
66	0.03946935683
67	0.03924435709
68	0.03900737554
69	0.03866953109
70	0.03823977456
71	0.03818240535
72	0.03793902673
73	0.03754509648
74	0.03750224392
75	0.03709851358
76	0.03680766809
77	0.03661494697
78	0.0364227685
79	0.03634788887
80	0.03630969173
81	0.03605662596
82	0.03588747114
83	0.03585737045
84	0.03565510787
85	0.03548707275
86	0.03546601673
87	0.03519310597
88	0.0349854418
89	0.03480937111
90	0.03463828427
91	0.0343528626
92	0.03399384114
93	0.03382666134
94	0.03369709044
95	0.03349576389
96	0.03338176563
97	0.03324015269
98	0.03311706409
99	0.03300250284
100	0.03289819635
101	0.03272373728
102	0.03243213341
103	0.03221406928
104	0.03209856145
105	0.03194116515
106	0.03169526386
107	0.03153235497
108	0.03139231947
109	0.031375209
110	0.03116896312
111	0.03110029065
112	0.03101303463
113	0.03089067503
114	0.03074251603
115	0.03061792872
116	0.03051334588
117	0.03043690876
118	0.03030389529
119	0.03008134709
120	0.02995396659
121	0.02989536113
122	0.02975688543
123	0.02959360958
124	0.0294489302
125	0.02941152497
126	0.02933734598
127	0.0291763658
128	0.02911182808
129	0.02905820906
130	0.02895856168
131	0.02886710909
132	0.02885133921
133	0.02875389724
134	0.02872218611
135	0.02867120203
136	0.02848349515
137	0.02831840348
138	0.0283143601
139	0.02828770435
140	0.0281792354
141	0.02814886838
142	0.02810928405
143	0.02801244146
144	0.02782112083
145	0.02766651587
146	0.02746754452
147	0.02733327262
148	0.02713276212
149	0.02694545658
150	0.02687008393
151	0.02682322689
152	0.02675957237
153	0.02664044599
154	0.02655388998
155	0.02633771024
156	0.02628089732
157	0.02620848662
158	0.02610532579
159	0.02600883358
160	0.02597261735
161	0.02589593566
162	0.02586205509
163	0.02580354369
164	0.02570202466
165	0.02561657839
166	0.02557265202
167	0.02546790399
168	0.02539345321
169	0.02521557844
170	0.02513115132
171	0.02501638704
172	0.02489554115
173	0.02489316712
174	0.02486537261
175	0.0248165988
176	0.02459067713
177	0.02457337362
178	0.02456636087
179	0.02445821181
180	0.02444102327
181	0.0243158855
182	0.0242380738
183	0.02423098918
184	0.02414082463
185	0.02412008718
186	0.02406693003
187	0.02400316726
188	0.02399722613
189	0.0238213243
190	0.0237734876
191	0.02375700021
192	0.02370429918
193	0.02369808333
194	0.0235175284
195	0.0234135717
196	0.02338420824
197	0.02329987706
198	0.02320211994
199	0.02310704535
200	0.02310114307
201	0.02309553447
202	0.0229865949
203	0.02295283565
204	0.02282929952
205	0.02271821882
206	0.02269246678
207	0.02265741947
208	0.02264045858
209	0.02263814439
210	0.02256905843
211	0.02248552907
212	0.0224312678
213	0.02232918344
214	0.02222333625
215	0.02212658357
216	0.02210557343
217	0.02210379736
218	0.02203994841
219	0.0219642884
220	0.0218221134
221	0.02177760587
222	0.02177240328
223	0.02175898205
224	0.0217536596
225	0.02169474972
226	0.02156877524
227	0.02150553089
228	0.02142570523
229	0.02130642807
230	0.02120442626
231	0.02110582775
232	0.02109436913
233	0.02107209095
234	0.02104461128
235	0.02100683883
236	0.02099216116
237	0.02095679136
238	0.02089856417
239	0.02088799129
240	0.02082453325
241	0.02080625297
242	0.02078641448
243	0.02070610476
244	0.02062344437
245	0.0206181928
246	0.02061336825
247	0.0206089243
248	0.02060441228
249	0.02055674952
